  Yr, Mn,    Date,      Date2,     CO2,seasonally adjusted CO2,fit,  seasonally adjusted fit,      CO2 filled, seasonally adjusted filled,Dataset,, The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant ,
1976,10,28048,1976.7896,331.69,331.19,331.43,330.93,331.69,331.19,SPO,,,
1976,11,28079,1976.8743,331.63,331.29,331.38,331.05,331.63,331.29,SPO,,,
1976,12,28109,1976.9563,331.43,331.28,331.31,331.16,331.43,331.28,SPO,,,
1977,1,28140,1977.0411,331.26,331.35,331.2,331.28,331.26,331.35,SPO,,,
1977,2,28171,1977.126,331,331.35,331.05,331.4,331,331.35,SPO,,,
1977,3,28199,1977.2027,330.85,331.35,331.02,331.52,330.85,331.35,SPO,,,
1977,4,28230,1977.2877,331.32,331.79,331.19,331.65,331.32,331.79,SPO,,,
1977,5,28260,1977.3699,331.4,331.77,331.41,331.78,331.4,331.77,SPO,,,
1977,6,28291,1977.4548,331.62,331.85,331.71,331.93,331.62,331.85,SPO,,,
1977,7,28321,1977.537,332.06,332,332.13,332.08,332.06,332,SPO,,,
1977,8,28352,1977.6219,332.45,332.08,332.61,332.24,332.45,332.08,SPO,,,
1977,9,28383,1977.7068,332.86,332.32,332.94,332.4,332.86,332.32,SPO,,,
1977,10,28413,1977.789,333.08,332.58,333.06,332.56,333.08,332.58,SPO,,,
1977,11,28444,1977.874,333.31,332.97,333.06,332.72,333.31,332.97,SPO,,,
1977,12,28474,1977.9562,333.18,333.03,333.02,332.87,333.18,333.03,SPO,,,
1978,1,28505,1978.0411,332.84,332.92,332.94,333.03,332.84,332.92,SPO,,,
1978,2,28536,1978.126,332.71,333.06,332.82,333.17,332.71,333.06,SPO,,,
1978,3,28564,1978.2027,332.83,333.32,332.8,333.3,332.83,333.32,SPO,,,
1978,4,28595,1978.2877,332.98,333.44,332.97,333.43,332.98,333.44,SPO,,,
1978,5,28625,1978.3699,,,333.18,333.56,333.18,333.56,SPO,,,
1978,6,28656,1978.4548,333.37,333.6,333.46,333.68,333.37,333.6,SPO,,,
1978,7,28686,1978.537,333.82,333.77,333.85,333.79,333.82,333.77,SPO,,,
1978,8,28717,1978.6219,334.28,333.9,334.28,333.9,334.28,333.9,SPO,,,
1978,9,28748,1978.7068,334.73,334.19,334.53,333.99,334.73,334.19,SPO,,,
1978,10,28778,1978.789,334.81,334.31,334.58,334.07,334.81,334.31,SPO,,,
1978,11,28809,1978.874,334.58,334.24,334.49,334.15,334.58,334.24,SPO,,,
1978,12,28839,1978.9562,334.31,334.16,334.38,334.23,334.31,334.16,SPO,,,
1979,1,28870,1979.0411,334.02,334.1,334.23,334.31,334.02,334.1,SPO,,,
1979,2,28901,1979.126,334.03,334.38,334.05,334.41,334.03,334.38,SPO,,,
1979,3,28929,1979.2027,333.81,334.31,334.01,334.5,333.81,334.31,SPO,,,
1979,4,28960,1979.2877,334.17,334.64,334.16,334.63,334.17,334.64,SPO,,,
1979,5,28990,1979.3699,334.34,334.71,334.38,334.76,334.34,334.71,SPO,,,
1979,6,29021,1979.4548,334.54,334.77,334.68,334.91,334.54,334.77,SPO,,,
1979,7,29051,1979.537,335.15,335.1,335.12,335.06,335.15,335.1,SPO,,,
1979,8,29082,1979.6219,335.71,335.34,335.62,335.24,335.71,335.34,SPO,,,
1979,9,29113,1979.7068,335.87,335.32,335.95,335.41,335.87,335.32,SPO,,,
1979,10,29143,1979.789,335.99,335.49,336.09,335.59,335.99,335.49,SPO,,,
1979,11,29174,1979.874,336.37,336.02,336.1,335.77,336.37,336.02,SPO,,,
1979,12,29204,1979.9562,336.05,335.89,336.09,335.94,336.05,335.89,SPO,,,
1980,1,29235,1980.041,336.07,336.15,336.04,336.12,336.07,336.15,SPO,,,
1980,2,29266,1980.1257,335.75,336.1,335.94,336.3,335.75,336.1,SPO,,,
1980,3,29295,1980.2049,,,335.96,336.46,335.96,336.46,SPO,,,
1980,4,29326,1980.2896,336.1,336.56,336.17,336.63,336.1,336.56,SPO,,,
1980,5,29356,1980.3716,336.21,336.58,336.42,336.8,336.21,336.58,SPO,,,
1980,6,29387,1980.4563,336.9,337.12,336.74,336.96,336.9,337.12,SPO,,,
1980,7,29417,1980.5383,337.45,337.39,337.17,337.1,337.45,337.39,SPO,,,
1980,8,29448,1980.623,337.54,337.16,337.63,337.24,337.54,337.16,SPO,,,
1980,9,29479,1980.7077,337.86,337.32,337.92,337.37,337.86,337.32,SPO,,,
1980,10,29509,1980.7896,337.89,337.38,338,337.49,337.89,337.38,SPO,,,
1980,11,29540,1980.8743,337.97,337.63,337.95,337.61,337.97,337.63,SPO,,,
1980,12,29570,1980.9563,338.05,337.9,337.86,337.71,338.05,337.9,SPO,,,
1981,1,29601,1981.0411,337.76,337.84,337.73,337.81,337.76,337.84,SPO,,,
1981,2,29632,1981.126,337.48,337.83,337.55,337.9,337.48,337.83,SPO,,,
1981,3,29660,1981.2027,337.42,337.92,337.49,337.98,337.42,337.92,SPO,,,
1981,4,29691,1981.2877,337.52,337.99,337.6,338.07,337.52,337.99,SPO,,,
1981,5,29721,1981.3699,337.67,338.05,337.77,338.15,337.67,338.05,SPO,,,
1981,6,29752,1981.4548,338.15,338.38,338,338.23,338.15,338.38,SPO,,,
1981,7,29782,1981.537,338.42,338.36,338.36,338.3,338.42,338.36,SPO,,,
1981,8,29813,1981.6219,338.76,338.38,338.76,338.38,338.76,338.38,SPO,,,
1981,9,29844,1981.7068,338.81,338.26,339.01,338.46,338.81,338.26,SPO,,,
1981,10,29874,1981.789,339.14,338.63,339.05,338.55,339.14,338.63,SPO,,,
1981,11,29905,1981.874,338.85,338.51,338.98,338.64,338.85,338.51,SPO,,,
1981,12,29935,1981.9562,338.9,338.75,338.88,338.73,338.9,338.75,SPO,,,
1982,1,29966,1982.0411,,,338.74,338.83,338.74,338.83,SPO,,,
1982,2,29997,1982.126,338.64,339,338.57,338.93,338.64,339,SPO,,,
1982,3,30025,1982.2027,338.38,338.88,338.53,339.03,338.38,338.88,SPO,,,
1982,4,30056,1982.2877,338.7,339.17,338.66,339.13,338.7,339.17,SPO,,,
1982,5,30086,1982.3699,338.98,339.36,338.86,339.23,338.98,339.36,SPO,,,
1982,6,30117,1982.4548,339.18,339.41,339.11,339.34,339.18,339.41,SPO,,,
1982,7,30147,1982.537,339.34,339.29,339.5,339.44,339.34,339.29,SPO,,,
1982,8,30178,1982.6219,340.12,339.74,339.92,339.54,340.12,339.74,SPO,,,
1982,9,30209,1982.7068,340.3,339.76,340.19,339.65,340.3,339.76,SPO,,,
1982,10,30239,1982.789,340.33,339.82,340.26,339.76,340.33,339.82,SPO,,,
1982,11,30270,1982.874,340.03,339.69,340.22,339.88,340.03,339.69,SPO,,,
1982,12,30300,1982.9562,339.96,339.81,340.16,340.02,339.96,339.81,SPO,,,
1983,1,30331,1983.0411,339.87,339.95,340.09,340.17,339.87,339.95,SPO,,,
1983,2,30362,1983.126,339.84,340.19,339.99,340.35,339.84,340.19,SPO,,,
1983,3,30390,1983.2027,339.85,340.35,340.03,340.53,339.85,340.35,SPO,,,
1983,4,30421,1983.2877,340.31,340.78,340.26,340.73,340.31,340.78,SPO,,,
1983,5,30451,1983.3699,340.62,341,340.55,340.93,340.62,341,SPO,,,
1983,6,30482,1983.4548,341,341.23,340.9,341.13,341,341.23,SPO,,,
1983,7,30512,1983.537,341.41,341.36,341.37,341.31,341.41,341.36,SPO,,,
1983,8,30543,1983.6219,341.88,341.5,341.87,341.49,341.88,341.5,SPO,,,
1983,9,30574,1983.7068,342.32,341.77,342.2,341.65,342.32,341.77,SPO,,,
1983,10,30604,1983.789,342.27,341.76,342.3,341.8,342.27,341.76,SPO,,,
1983,11,30635,1983.874,342.54,342.2,342.27,341.93,342.54,342.2,SPO,,,
1983,12,30665,1983.9562,342.35,342.2,342.19,342.04,342.35,342.2,SPO,,,
1984,1,30696,1984.041,342.05,342.13,342.05,342.14,342.05,342.13,SPO,,,
1984,2,30727,1984.1257,,,341.87,342.22,341.87,342.22,SPO,,,
1984,3,30756,1984.2049,341.72,342.22,341.8,342.3,341.72,342.22,SPO,,,
1984,4,30787,1984.2896,341.84,342.31,341.91,342.38,341.84,342.31,SPO,,,
1984,5,30817,1984.3716,341.86,342.24,342.08,342.46,341.86,342.24,SPO,,,
1984,6,30848,1984.4563,342.02,342.25,342.32,342.55,342.02,342.25,SPO,,,
1984,7,30878,1984.5383,342.8,342.75,342.69,342.63,342.8,342.75,SPO,,,
1984,8,30909,1984.623,343.19,342.81,343.1,342.72,343.19,342.81,SPO,,,
1984,9,30940,1984.7077,343.45,342.9,343.35,342.8,343.45,342.9,SPO,,,
1984,10,30970,1984.7896,343.49,342.98,343.38,342.88,343.49,342.98,SPO,,,
1984,11,31001,1984.8743,343.32,342.98,343.3,342.96,343.32,342.98,SPO,,,
1984,12,31031,1984.9563,343.16,343.01,343.19,343.04,343.16,343.01,SPO,,,
1985,1,31062,1985.0411,343.01,343.09,343.04,343.13,343.01,343.09,SPO,,,
1985,2,31093,1985.126,342.82,343.18,342.87,343.23,342.82,343.18,SPO,,,
1985,3,31121,1985.2027,342.72,343.22,342.83,343.33,342.72,343.22,SPO,,,
1985,4,31152,1985.2877,342.76,343.24,342.98,343.45,342.76,343.24,SPO,,,
1985,5,31182,1985.3699,343.12,343.5,343.21,343.58,343.12,343.5,SPO,,,
1985,6,31213,1985.4548,343.45,343.68,343.5,343.73,343.45,343.68,SPO,,,
1985,7,31243,1985.537,343.93,343.88,343.94,343.88,343.93,343.88,SPO,,,
1985,8,31274,1985.6219,344.52,344.14,344.41,344.03,344.52,344.14,SPO,,,
1985,9,31305,1985.7068,344.86,344.31,344.73,344.18,344.86,344.31,SPO,,,
1985,10,31335,1985.789,344.94,344.43,344.83,344.32,344.94,344.43,SPO,,,
1985,11,31366,1985.874,344.79,344.44,344.8,344.46,344.79,344.44,SPO,,,
1985,12,31396,1985.9562,344.65,344.5,344.74,344.59,344.65,344.5,SPO,,,
1986,1,31427,1986.0411,344.63,344.71,344.63,344.72,344.63,344.71,SPO,,,
1986,2,31458,1986.126,344.57,344.92,344.48,344.84,344.57,344.92,SPO,,,
1986,3,31486,1986.2027,344.5,345,344.45,344.95,344.5,345,SPO,,,
1986,4,31517,1986.2877,344.62,345.09,344.59,345.06,344.62,345.09,SPO,,,
1986,5,31547,1986.3699,344.69,345.07,344.79,345.17,344.69,345.07,SPO,,,
1986,6,31578,1986.4548,345.02,345.25,345.05,345.28,345.02,345.25,SPO,,,
1986,7,31608,1986.537,345.55,345.49,345.44,345.39,345.55,345.49,SPO,,,
1986,8,31639,1986.6219,345.93,345.55,345.88,345.49,345.93,345.55,SPO,,,
1986,9,31670,1986.7068,346.18,345.63,346.15,345.6,346.18,345.63,SPO,,,
1986,10,31700,1986.789,346.15,345.64,346.21,345.7,346.15,345.64,SPO,,,
1986,11,31731,1986.874,346.17,345.82,346.16,345.82,346.17,345.82,SPO,,,
1986,12,31761,1986.9562,346.05,345.9,346.08,345.93,346.05,345.9,SPO,,,
1987,1,31792,1987.0411,345.89,345.98,345.98,346.07,345.89,345.98,SPO,,,
1987,2,31823,1987.126,345.79,346.14,345.85,346.21,345.79,346.14,SPO,,,
1987,3,31851,1987.2027,345.75,346.25,345.85,346.36,345.75,346.25,SPO,,,
1987,4,31882,1987.2877,346.11,346.58,346.05,346.53,346.11,346.58,SPO,,,
1987,5,31912,1987.3699,346.2,346.58,346.32,346.7,346.2,346.58,SPO,,,
1987,6,31943,1987.4548,346.61,346.84,346.66,346.89,346.61,346.84,SPO,,,
1987,7,31973,1987.537,347.2,347.14,347.13,347.07,347.2,347.14,SPO,,,
1987,8,32004,1987.6219,347.63,347.25,347.65,347.27,347.63,347.25,SPO,,,
1987,9,32035,1987.7068,348.07,347.52,348.01,347.46,348.07,347.52,SPO,,,
1987,10,32065,1987.789,348.09,347.58,348.16,347.65,348.09,347.58,SPO,,,
1987,11,32096,1987.874,348.18,347.84,348.18,347.84,348.18,347.84,SPO,,,
1987,12,32126,1987.9562,348.33,348.18,348.16,348.01,348.33,348.18,SPO,,,
1988,1,32157,1988.041,348.29,348.37,348.09,348.18,348.29,348.37,SPO,,,
1988,2,32188,1988.1257,348.06,348.42,347.98,348.34,348.06,348.42,SPO,,,
1988,3,32217,1988.2049,347.87,348.38,347.97,348.48,347.87,348.38,SPO,,,
1988,4,32248,1988.2896,348.2,348.67,348.15,348.62,348.2,348.67,SPO,,,
1988,5,32278,1988.3716,348.33,348.71,348.38,348.75,348.33,348.71,SPO,,,
1988,6,32309,1988.4563,348.59,348.82,348.67,348.89,348.59,348.82,SPO,,,
1988,7,32339,1988.5383,349.07,349.01,349.09,349.02,349.07,349.01,SPO,,,
1988,8,32370,1988.623,349.58,349.2,349.55,349.16,349.58,349.2,SPO,,,
1988,9,32401,1988.7077,349.74,349.19,349.85,349.29,349.74,349.19,SPO,,,
1988,10,32431,1988.7896,349.88,349.37,349.94,349.43,349.88,349.37,SPO,,,
1988,11,32462,1988.8743,349.85,349.5,349.91,349.57,349.85,349.5,SPO,,,
1988,12,32492,1988.9563,349.83,349.68,349.86,349.71,349.83,349.68,SPO,,,
1989,1,32523,1989.0411,349.81,349.9,349.76,349.85,349.81,349.9,SPO,,,
1989,2,32554,1989.126,349.76,350.12,349.62,349.98,349.76,350.12,SPO,,,
1989,3,32582,1989.2027,349.65,350.16,349.59,350.1,349.65,350.16,SPO,,,
1989,4,32613,1989.2877,349.73,350.2,349.74,350.22,349.73,350.2,SPO,,,
1989,5,32643,1989.3699,349.92,350.31,349.94,350.33,349.92,350.31,SPO,,,
1989,6,32674,1989.4548,350.18,350.41,350.2,350.43,350.18,350.41,SPO,,,
1989,7,32704,1989.537,350.6,350.54,350.59,350.53,350.6,350.54,SPO,,,
1989,8,32735,1989.6219,351.12,350.74,351.01,350.63,351.12,350.74,SPO,,,
1989,9,32766,1989.7068,351.36,350.81,351.27,350.72,351.36,350.81,SPO,,,
1989,10,32796,1989.789,351.29,350.78,351.32,350.8,351.29,350.78,SPO,,,
1989,11,32827,1989.874,351.32,350.98,351.24,350.89,351.32,350.98,SPO,,,
1989,12,32857,1989.9562,350.99,350.84,351.14,350.99,350.99,350.84,SPO,,,
1990,1,32888,1990.0411,350.78,350.86,351.01,351.09,350.78,350.86,SPO,,,
1990,2,32919,1990.126,350.52,350.88,350.85,351.21,350.52,350.88,SPO,,,
1990,3,32947,1990.2027,350.63,351.14,350.82,351.33,350.63,351.14,SPO,,,
1990,4,32978,1990.2877,350.89,351.37,350.99,351.47,350.89,351.37,SPO,,,
1990,5,33008,1990.3699,351.36,351.74,351.22,351.6,351.36,351.74,SPO,,,
1990,6,33039,1990.4548,351.59,351.82,351.52,351.75,351.59,351.82,SPO,,,
1990,7,33069,1990.537,352.06,352,351.94,351.88,352.06,352,SPO,,,
1990,8,33100,1990.6219,352.55,352.17,352.41,352.02,352.55,352.17,SPO,,,
1990,9,33131,1990.7068,352.75,352.2,352.7,352.14,352.75,352.2,SPO,,,
1990,10,33161,1990.789,352.56,352.05,352.78,352.26,352.56,352.05,SPO,,,
1990,11,33192,1990.874,352.83,352.48,352.72,352.38,352.83,352.48,SPO,,,
1990,12,33222,1990.9562,352.63,352.47,352.64,352.49,352.63,352.47,SPO,,,
1991,1,33253,1991.0411,,,352.51,352.6,352.51,352.6,SPO,,,
1991,2,33284,1991.126,352.34,352.7,352.35,352.71,352.34,352.7,SPO,,,
1991,3,33312,1991.2027,352.28,352.78,352.3,352.81,352.28,352.78,SPO,,,
1991,4,33343,1991.2877,352.44,352.92,352.44,352.91,352.44,352.92,SPO,,,
1991,5,33373,1991.3699,352.54,352.92,352.63,353.01,352.54,352.92,SPO,,,
1991,6,33404,1991.4548,352.96,353.19,352.88,353.11,352.96,353.19,SPO,,,
1991,7,33434,1991.537,353.4,353.35,353.27,353.21,353.4,353.35,SPO,,,
1991,8,33465,1991.6219,353.67,353.29,353.69,353.3,353.67,353.29,SPO,,,
1991,9,33496,1991.7068,354.08,353.53,353.94,353.39,354.08,353.53,SPO,,,
1991,10,33526,1991.789,353.88,353.36,353.99,353.47,353.88,353.36,SPO,,,
1991,11,33557,1991.874,353.94,353.6,353.91,353.56,353.94,353.6,SPO,,,
1991,12,33587,1991.9562,353.78,353.63,353.8,353.65,353.78,353.63,SPO,,,
1992,1,33618,1992.041,353.57,353.65,353.66,353.75,353.57,353.65,SPO,,,
1992,2,33649,1992.1257,353.43,353.79,353.48,353.85,353.43,353.79,SPO,,,
1992,3,33678,1992.2049,353.18,353.69,353.44,353.95,353.18,353.69,SPO,,,
1992,4,33709,1992.2896,353.39,353.86,353.58,354.06,353.39,353.86,SPO,,,
1992,5,33739,1992.3716,353.73,354.12,353.79,354.17,353.73,354.12,SPO,,,
1992,6,33770,1992.4563,354,354.23,354.06,354.28,354,354.23,SPO,,,
1992,7,33800,1992.5383,354.6,354.55,354.45,354.39,354.6,354.55,SPO,,,
1992,8,33831,1992.623,354.94,354.55,354.88,354.49,354.94,354.55,SPO,,,
1992,9,33862,1992.7077,355.24,354.69,355.13,354.58,355.24,354.69,SPO,,,
1992,10,33892,1992.7896,355.35,354.83,355.16,354.65,355.35,354.83,SPO,,,
1992,11,33923,1992.8743,355.1,354.75,355.05,354.71,355.1,354.75,SPO,,,
1992,12,33953,1992.9563,354.88,354.73,354.91,354.76,354.88,354.73,SPO,,,
1993,1,33984,1993.0411,354.73,354.81,354.72,354.81,354.73,354.81,SPO,,,
1993,2,34015,1993.126,354.49,354.86,354.49,354.86,354.49,354.86,SPO,,,
1993,3,34043,1993.2027,354.22,354.73,354.39,354.9,354.22,354.73,SPO,,,
1993,4,34074,1993.2877,354.42,354.9,354.48,354.96,354.42,354.9,SPO,,,
1993,5,34104,1993.3699,354.49,354.88,354.64,355.03,354.49,354.88,SPO,,,
1993,6,34135,1993.4548,354.84,355.07,354.87,355.1,354.84,355.07,SPO,,,
1993,7,34165,1993.537,355.2,355.15,355.24,355.18,355.2,355.15,SPO,,,
1993,8,34196,1993.6219,355.69,355.31,355.66,355.26,355.69,355.31,SPO,,,
1993,9,34227,1993.7068,356.03,355.48,355.91,355.35,356.03,355.48,SPO,,,
1993,10,34257,1993.789,356.04,355.53,355.95,355.44,356.04,355.53,SPO,,,
1993,11,34288,1993.874,356.01,355.66,355.88,355.53,356.01,355.66,SPO,,,
1993,12,34318,1993.9562,355.69,355.54,355.77,355.62,355.69,355.54,SPO,,,
1994,1,34349,1994.0411,355.5,355.58,355.64,355.72,355.5,355.58,SPO,,,
1994,2,34380,1994.126,355.49,355.85,355.47,355.84,355.49,355.85,SPO,,,
1994,3,34408,1994.2027,355.5,356.01,355.44,355.95,355.5,356.01,SPO,,,
1994,4,34439,1994.2877,355.63,356.12,355.6,356.08,355.63,356.12,SPO,,,
1994,5,34469,1994.3699,355.69,356.08,355.83,356.22,355.69,356.08,SPO,,,
1994,6,34500,1994.4548,355.99,356.22,356.14,356.37,355.99,356.22,SPO,,,
1994,7,34530,1994.537,356.46,356.41,356.59,356.53,356.46,356.41,SPO,,,
1994,8,34561,1994.6219,357.11,356.72,357.1,356.7,357.11,356.72,SPO,,,
1994,9,34592,1994.7068,357.61,357.05,357.44,356.88,357.61,357.05,SPO,,,
1994,10,34622,1994.789,357.52,357,357.57,357.05,357.52,357,SPO,,,
1994,11,34653,1994.874,357.7,357.36,357.57,357.22,357.7,357.36,SPO,,,
1994,12,34683,1994.9562,357.52,357.37,357.53,357.38,357.52,357.37,SPO,,,
1995,1,34714,1995.0411,357.45,357.54,357.45,357.54,357.45,357.54,SPO,,,
1995,2,34745,1995.126,357.36,357.72,357.33,357.7,357.36,357.72,SPO,,,
1995,3,34773,1995.2027,357.36,357.87,357.32,357.83,357.36,357.87,SPO,,,
1995,4,34804,1995.2877,357.63,358.11,357.5,357.98,357.63,358.11,SPO,,,
1995,5,34834,1995.3699,357.81,358.2,357.73,358.12,357.81,358.2,SPO,,,
1995,6,34865,1995.4548,357.94,358.18,358.03,358.26,357.94,358.18,SPO,,,
1995,7,34895,1995.537,358.34,358.28,358.46,358.4,358.34,358.28,SPO,,,
1995,8,34926,1995.6219,358.74,358.35,358.95,358.56,358.74,358.35,SPO,,,
1995,9,34957,1995.7068,359.14,358.58,359.28,358.72,359.14,358.58,SPO,,,
1995,10,34987,1995.789,359.28,358.76,359.4,358.89,359.28,358.76,SPO,,,
1995,11,35018,1995.874,359.43,359.07,359.41,359.06,359.43,359.07,SPO,,,
1995,12,35048,1995.9562,359.47,359.32,359.37,359.22,359.47,359.32,SPO,,,
1996,1,35079,1996.041,359.36,359.44,359.29,359.38,359.36,359.44,SPO,,,
1996,2,35110,1996.1257,359.31,359.67,359.16,359.53,359.31,359.67,SPO,,,
1996,3,35139,1996.2049,359.26,359.77,359.14,359.65,359.26,359.77,SPO,,,
1996,4,35170,1996.2896,359.36,359.84,359.29,359.77,359.36,359.84,SPO,,,
1996,5,35200,1996.3716,359.4,359.79,359.48,359.87,359.4,359.79,SPO,,,
1996,6,35231,1996.4563,359.71,359.94,359.74,359.97,359.71,359.94,SPO,,,
1996,7,35261,1996.5383,360.16,360.1,360.12,360.06,360.16,360.1,SPO,,,
1996,8,35292,1996.623,360.51,360.12,360.54,360.15,360.51,360.12,SPO,,,
1996,9,35323,1996.7077,360.69,360.13,360.8,360.23,360.69,360.13,SPO,,,
1996,10,35353,1996.7896,360.69,360.17,360.84,360.32,360.69,360.17,SPO,,,
1996,11,35384,1996.8743,360.73,360.38,360.76,360.42,360.73,360.38,SPO,,,
1996,12,35414,1996.9563,360.71,360.55,360.66,360.51,360.71,360.55,SPO,,,
1997,1,35445,1997.0411,360.55,360.64,360.51,360.6,360.55,360.64,SPO,,,
1997,2,35476,1997.126,360.46,360.82,360.32,360.69,360.46,360.82,SPO,,,
1997,3,35504,1997.2027,360.32,360.83,360.26,360.77,360.32,360.83,SPO,,,
1997,4,35535,1997.2877,360.47,360.96,360.39,360.87,360.47,360.96,SPO,,,
1997,5,35565,1997.3699,360.57,360.96,360.57,360.96,360.57,360.96,SPO,,,
1997,6,35596,1997.4548,360.9,361.13,360.83,361.07,360.9,361.13,SPO,,,
1997,7,35626,1997.537,361.24,361.19,361.24,361.18,361.24,361.19,SPO,,,
1997,8,35657,1997.6219,361.52,361.13,361.71,361.32,361.52,361.13,SPO,,,
1997,9,35688,1997.7068,361.94,361.38,362.04,361.48,361.94,361.38,SPO,,,
1997,10,35718,1997.789,362,361.47,362.17,361.65,362,361.47,SPO,,,
1997,11,35749,1997.874,362.11,361.76,362.21,361.86,362.11,361.76,SPO,,,
1997,12,35779,1997.9562,362.15,362,362.24,362.09,362.15,362,SPO,,,
1998,1,35810,1998.0411,362.11,362.19,362.26,362.34,362.11,362.19,SPO,,,
1998,2,35841,1998.126,362.31,362.67,362.24,362.61,362.31,362.67,SPO,,,
1998,3,35869,1998.2027,362.4,362.92,362.35,362.86,362.4,362.92,SPO,,,
1998,4,35900,1998.2877,362.68,363.16,362.65,363.13,362.68,363.16,SPO,,,
1998,5,35930,1998.3699,363,363.39,363.01,363.4,363,363.39,SPO,,,
1998,6,35961,1998.4548,363.55,363.78,363.42,363.66,363.55,363.78,SPO,,,
1998,7,35991,1998.537,364.04,363.98,363.96,363.9,364.04,363.98,SPO,,,
1998,8,36022,1998.6219,364.56,364.17,364.52,364.13,364.56,364.17,SPO,,,
1998,9,36053,1998.7068,364.99,364.43,364.9,364.34,364.99,364.43,SPO,,,
1998,10,36083,1998.789,365.01,364.49,365.05,364.53,365.01,364.49,SPO,,,
1998,11,36114,1998.874,365.1,364.75,365.05,364.7,365.1,364.75,SPO,,,
1998,12,36144,1998.9562,364.98,364.83,365.01,364.86,364.98,364.83,SPO,,,
1999,1,36175,1999.0411,364.97,365.05,364.92,365,364.97,365.05,SPO,,,
1999,2,36206,1999.126,364.76,365.13,364.77,365.14,364.76,365.13,SPO,,,
1999,3,36234,1999.2027,364.81,365.32,364.73,365.25,364.81,365.32,SPO,,,
1999,4,36265,1999.2877,364.99,365.48,364.88,365.36,364.99,365.48,SPO,,,
1999,5,36295,1999.3699,365.05,365.44,365.08,365.47,365.05,365.44,SPO,,,
1999,6,36326,1999.4548,,,365.35,365.58,365.35,365.58,SPO,,,
1999,7,36356,1999.537,365.67,365.61,365.76,365.7,365.67,365.61,SPO,,,
1999,8,36387,1999.6219,365.92,365.53,366.22,365.82,365.92,365.53,SPO,,,
1999,9,36418,1999.7068,366.36,365.8,366.52,365.96,366.36,365.8,SPO,,,
1999,10,36448,1999.789,366.5,365.98,366.61,366.09,366.5,365.98,SPO,,,
1999,11,36479,1999.874,366.73,366.38,366.59,366.24,366.73,366.38,SPO,,,
1999,12,36509,1999.9562,366.81,366.66,366.53,366.37,366.81,366.66,SPO,,,
2000,1,36540,2000.041,366.45,366.54,366.42,366.5,366.45,366.54,SPO,,,
2000,2,36571,2000.1257,366.49,366.86,366.26,366.63,366.49,366.86,SPO,,,
2000,3,36600,2000.2049,,,366.22,366.73,366.22,366.73,SPO,,,
2000,4,36631,2000.2896,366.45,366.94,366.35,366.83,366.45,366.94,SPO,,,
2000,5,36661,2000.3716,366.57,366.96,366.54,366.92,366.57,366.96,SPO,,,
2000,6,36692,2000.4563,366.79,367.02,366.78,367.01,366.79,367.02,SPO,,,
2000,7,36722,2000.5383,367.11,367.05,367.15,367.09,367.11,367.05,SPO,,,
2000,8,36753,2000.623,367.53,367.13,367.57,367.17,367.53,367.13,SPO,,,
2000,9,36784,2000.7077,367.65,367.08,367.81,367.25,367.65,367.08,SPO,,,
2000,10,36814,2000.7896,367.74,367.22,367.85,367.33,367.74,367.22,SPO,,,
2000,11,36845,2000.8743,367.88,367.53,367.77,367.42,367.88,367.53,SPO,,,
2000,12,36875,2000.9563,367.84,367.68,367.66,367.5,367.84,367.68,SPO,,,
2001,1,36906,2001.0411,367.81,367.9,367.5,367.59,367.81,367.9,SPO,,,
2001,2,36937,2001.126,367.1,367.47,367.32,367.69,367.1,367.47,SPO,,,
2001,3,36965,2001.2027,367.04,367.55,367.27,367.79,367.04,367.55,SPO,,,
2001,4,36996,2001.2877,367.36,367.85,367.42,367.91,367.36,367.85,SPO,,,
2001,5,37026,2001.3699,367.6,367.99,367.66,368.05,367.6,367.99,SPO,,,
2001,6,37057,2001.4548,367.93,368.17,367.97,368.2,367.93,368.17,SPO,,,
2001,7,37087,2001.537,368.29,368.24,368.43,368.37,368.29,368.24,SPO,,,
2001,8,37118,2001.6219,368.83,368.44,368.95,368.55,368.83,368.44,SPO,,,
2001,9,37149,2001.7068,369.44,368.88,369.31,368.75,369.44,368.88,SPO,,,
2001,10,37179,2001.789,369.57,369.05,369.47,368.94,369.57,369.05,SPO,,,
2001,11,37210,2001.874,369.46,369.11,369.5,369.15,369.46,369.11,SPO,,,
2001,12,37240,2001.9562,369.25,369.09,369.5,369.35,369.25,369.09,SPO,,,
2002,1,37271,2002.0411,369.31,369.4,369.48,369.57,369.31,369.4,SPO,,,
2002,2,37302,2002.126,369.5,369.87,369.41,369.78,369.5,369.87,SPO,,,
2002,3,37330,2002.2027,369.61,370.13,369.46,369.98,369.61,370.13,SPO,,,
2002,4,37361,2002.2877,369.69,370.17,369.7,370.19,369.69,370.17,SPO,,,
2002,5,37391,2002.3699,369.99,370.38,370,370.39,369.99,370.38,SPO,,,
2002,6,37422,2002.4548,370.39,370.62,370.36,370.59,370.39,370.62,SPO,,,
2002,7,37452,2002.537,370.88,370.82,370.84,370.78,370.88,370.82,SPO,,,
2002,8,37483,2002.6219,371.46,371.07,371.37,370.98,371.46,371.07,SPO,,,
2002,9,37514,2002.7068,371.69,371.13,371.73,371.16,371.69,371.13,SPO,,,
